# A,B,C,D,E,F
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,2.629369010635785799e+03,2.774843905890881615e+03,2.342185476692411612e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.777386718516640940e+03,2.630767019236302531e+03,1.843772691958879022e+03,2.474457216646895176e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.230737784497279790e+03,2.774843905890881615e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.332537111502635526e+03,3.457241492268316506e+03,3.361689911518455119e+03,3.437497086884382043e+03,2.332537111502635526e+03,2.473590915166926607e+03
2.332537111502635526e+03,2.230737784497279790e+03,2.090610214240422465e+03,2.332537111502635526e+03,2.090610214240422465e+03,2.775053981337245204e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.994843362851951497e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.384208954936921600e+03,1.843772691958879022e+03,2.876853308342600030e+03,1.949556410576131611e+03,2.629369010635785799e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.629369010635785799e+03,1.949556410576131611e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.181327434965506654e+03,1.843772691958879022e+03,3.378609525667874550e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
2.342185476692411612e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.718927641444784513e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.090610214240422465e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.949556410576131611e+03,2.090610214240422465e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.474457216646895176e+03,1.473640151406104906e+03,2.474457216646895176e+03
1.843772691958879022e+03,2.342185476692411612e+03,1.843772691958879022e+03,2.528967692230947250e+03,1.843772691958879022e+03,1.949556410576131611e+03
3.514204683507564368e+03,1.949556410576131611e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.474457216646895176e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03
1.843772691958879022e+03,1.949556410576131611e+03,3.002246561522320917e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.843772691958879022e+03,2.090610214240422465e+03,2.230737784497279790e+03,2.090610214240422465e+03,2.090610214240422465e+03
2.332537111502635526e+03,1.949556410576131611e+03,2.230737784497279790e+03,2.332537111502635526e+03,1.473640151406104906e+03,2.230737784497279790e+03
2.332537111502635526e+03,2.230737784497279790e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03
2.090610214240422465e+03,1.843772691958879022e+03,2.090610214240422465e+03,2.686600843305591297e+03,1.949556410576131611e+03,1.843772691958879022e+03
2.528967692230947250e+03,2.575390242172281432e+03,2.332537111502635526e+03,2.886105943780209600e+03,2.230737784497279790e+03,2.575390242172281432e+03
1.843772691958879022e+03,2.999238642292578334e+03,2.629369010635785799e+03,2.090610214240422465e+03,1.949556410576131611e+03,1.949556410576131611e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.977096213853180871e+03,2.321168443078373002e+03,1.995798990889117931e+03,3.639614303913111144e+03,3.639614303913111144e+03
